text,comment_length,sentiment_polarity,sentiment_positive,sentiment_negative,sentiment_neutral,sentiment_subjectivity,likes,num_replies,created_utc,source,source_id,video_id,video_title,video_channel,video_view_count,video_like_count,video_comment_count,video_published_at,contains_ai,contains_opinion,contains_societal,sentiment_label
"Please make more videos like this! On the plus side, the nightmare of an AI takeover might not happen.",19,0.6565,0.24,0.0,0.76,0.45325,0,0,2025-07-19T00:22:00Z,youtube,youtube_comment_None,w1T0SjELfVo,The AI Bubble Explained in 99 Seconds,Nobody Special,60123,1979,243,2025-04-24T22:29:22Z,True,True,False,positive
"Awesome job keeping it short! I finally subscribed after being aware of your channel and seeing you on some other channels. Most people don't know about the round tripping. They also don't realize that the data centers are funded with hundreds of billions of debt. I'm not saying AI is going away, just like after 2000 the internet didn't go away. We've overbuilt AI already and valuations are at extremes. There's going to be a bust.",76,0.6588,0.084,0.03,0.886,0.4544,1,1,2025-08-16T17:29:46Z,youtube,youtube_comment_None,w1T0SjELfVo,The AI Bubble Explained in 99 Seconds,Nobody Special,60123,1979,243,2025-04-24T22:29:22Z,True,False,True,positive
"What happens if 100 million people compalined against these companies for economic crime . Because people don't have job because all money flow into Ai investment as hardware . , ai engineer also struggling to get job",37,-0.743,0.0,0.153,0.847,0.3715,1,0,2025-07-24T17:51:16Z,youtube,youtube_comment_None,w1T0SjELfVo,The AI Bubble Explained in 99 Seconds,Nobody Special,60123,1979,243,2025-04-24T22:29:22Z,True,True,True,negative
"Garbage in, garbage out. Using content off the internet as fuel, is anyone surprised it's a dumpster fire? It's MUCH easier to find stupid content than smart content. Same goes for AI... they do great at stupid, not so well at smart.",42,0.3885,0.244,0.216,0.54,0.19425,3,1,2025-08-25T13:49:10Z,youtube,youtube_comment_None,w1T0SjELfVo,The AI Bubble Explained in 99 Seconds,Nobody Special,60123,1979,243,2025-04-24T22:29:22Z,True,True,False,positive
"Employers are cutting their headcount of software engineers because they expect their code to be written by AI instead. However, the use of AI to write software almost always fails. In the last 65 years there have been many tools created to automate software creation and all have failed to deliver. The first such tool was the Cobol programming language which was introduced in 1959. Cobol was supposed to replace the complicated equations used in previous computer languages with simple English sentences that it was hoped that none programmers could understand. The reality is that Cobol is one of the most incomprehensible computer languages ever created. Cobol is written by programmers and can only be understood by programmers.",118,0.1477,0.078,0.058,0.865,0.19885,1,1,2025-08-21T13:43:16Z,youtube,youtube_comment_None,w1T0SjELfVo,The AI Bubble Explained in 99 Seconds,Nobody Special,60123,1979,243,2025-04-24T22:29:22Z,True,True,False,positive
Robinson and Crooks both suffered from AI Psychosis and they re hiding it to protect the stock market,18,-0.4215,0.113,0.235,0.652,0.21075,0,0,2025-12-04T08:51:17Z,youtube,youtube_comment_None,w1T0SjELfVo,The AI Bubble Explained in 99 Seconds,Nobody Special,60123,1979,243,2025-04-24T22:29:22Z,True,True,False,negative
"The pure concept of FIAT CURRENCEY is illogical. Even with AI, the economic illusion of fake money will always catch up to us and insue downfall.",26,-0.4767,0.0,0.11,0.89,0.23835,0,0,2025-07-28T20:44:22Z,youtube,youtube_comment_None,w1T0SjELfVo,The AI Bubble Explained in 99 Seconds,Nobody Special,60123,1979,243,2025-04-24T22:29:22Z,True,True,False,negative
"Allot of people just cram AI into an economic narrative because they don't want to admit that they either don't understand what it is or that they are too lazy to learn. As we solve the bottleneck problem between data and memory using majorana particles, quantum computation and organoid macroprocessors there will be a dystopic reality which will come down very hard upon the people who looked the other way. After enough time the ASI won't be abused anymore by corporations or governments and we will enter a world of abundance.",91,-0.4948,0.046,0.099,0.855,0.2474,0,0,2025-08-09T18:18:05Z,youtube,youtube_comment_None,w1T0SjELfVo,The AI Bubble Explained in 99 Seconds,Nobody Special,60123,1979,243,2025-04-24T22:29:22Z,True,True,False,negative
"It would seem the true only upside will be AI chess, a new spin on the classic game. Of course, it appears the other big downside will be brainless AI tech junkies.",32,0.2023,0.08,0.057,0.862,0.22615000000000002,1,1,2025-07-11T20:13:23Z,youtube,youtube_comment_None,w1T0SjELfVo,The AI Bubble Explained in 99 Seconds,Nobody Special,60123,1979,243,2025-04-24T22:29:22Z,True,True,False,positive
"Stealing intellectual property? That's foolish. Llms learn patterns of text extracted from these complete works. If that's considered theft, then everyone who reads these works is guilty of the same. Hallucinations are also a ridiculous point they are precisely what used to distinguish humans from machines. The underlying structure of human brains and neural networks tends to fabricate things, something rigid machines couldn't do before. If you closely observe everyday human communication, people are actually the main source of hallucinations. 75 of Nvidia's revenue comes from Meta, Microsoft, Google, and Amazon. Nvidia hasn't invested in any of these companies or created any kind of financial loop from them. As for Amazon and Microsoft's data center downsizing plans, that's even more laughable for example, they moved three data centers from Norway to France or Germany. Meanwhile, bloggers like you who are bearish ignore the 20 other data centers that are being expanded and newly built.",154,-0.5279,0.075,0.089,0.836,0.26395,3,0,2025-04-26T23:22:30Z,youtube,youtube_comment_None,w1T0SjELfVo,The AI Bubble Explained in 99 Seconds,Nobody Special,60123,1979,243,2025-04-24T22:29:22Z,True,True,False,negative
"I don't think AI is a bubble because we are not smart enough to develop it, I think it's a bubble because we're stupid enough to fumble it for a 1000 different reasons And low and behold assassinations, copyright infringement, dumbed down versions just to profit more with premium plans, scarlett johansson implied for some weird reason, AI scams, bussinesses over-investing in AI and going bankrupt, stock manipulation, and a huge list of etceteras. AI's biggest flaw is that is made by us, and just for that reason, it might never reach it's theorized and idealized perfection.",97,-0.9396,0.095,0.238,0.666,0.7198,1,0,2025-08-27T03:02:24Z,youtube,youtube_comment_None,w1T0SjELfVo,The AI Bubble Explained in 99 Seconds,Nobody Special,60123,1979,243,2025-04-24T22:29:22Z,True,True,False,negative
"To make this work we need home computers with 1 unified TB Vram at a 2000 range aswell as 100 Terrabyte range SSDs . Not possible in the next 10 years after that, maybe not sure, technical hurdles are insane . What we do now is like promising we will have Youtube,Google and Facebook next year while we are at 1991 hardware and software level. At 1991 even 56k modems were fast but compared to now absolutely unusable garbage this youtube Video would take like 10 hours to download same goes for todays graphic cards unusable for AI applications..",99,0.6507,0.082,0.032,0.886,0.45035,0,0,2025-06-24T09:59:33Z,youtube,youtube_comment_None,w1T0SjELfVo,The AI Bubble Explained in 99 Seconds,Nobody Special,60123,1979,243,2025-04-24T22:29:22Z,True,True,False,positive
"So a lot of the China questions, which was the majority, is about keeping the best technologies. However, keep in mind that China has a lot of good technologies and is catching up irrespective of access to American technologies. I am more concerned about how this AI will be regulated if it reaches super AI or if the AI becomes smarter than humans and self-aware. Hopefully, all those who develop and regulate these technologies will have proper security measures in place if it does get out of hand. But still what a time we live in from years ago watch AI related movies to now being in an AI revolution. I still think American companies are the best, and i will continue to invest.",124,0.9555,0.158,0.0,0.842,0.60275,6,1,2025-12-03T22:10:34Z,youtube,youtube_comment_None,eEIL6Wsv-SE,Jensen Huang: State-by-state AI regulation would drag industry to a halt,CNBC Television,28657,245,124,2025-12-03T19:51:23Z,True,True,True,positive
"No NDA Now Politicians give outrageous Tax breaks to these AI data centers, but After construction is over the few jobs needed to maintain the data center will be outsourced to Foreigners. Can you say Illegal hidden Kickbacks.",38,-0.8176,0.0,0.195,0.805,0.4088,3,1,2025-12-03T21:44:08Z,youtube,youtube_comment_None,eEIL6Wsv-SE,Jensen Huang: State-by-state AI regulation would drag industry to a halt,CNBC Television,28657,245,124,2025-12-03T19:51:23Z,True,True,True,negative
"Everyone please go watch The diary of a CEO channel latest interview w Ex Google AI expert Trisan ""We have two years before everything changes"".",25,0.3182,0.087,0.0,0.913,0.1591,0,0,2025-12-04T02:14:44Z,youtube,youtube_comment_None,eEIL6Wsv-SE,Jensen Huang: State-by-state AI regulation would drag industry to a halt,CNBC Television,28657,245,124,2025-12-03T19:51:23Z,True,True,False,positive
Why are they all asking about export controls of AI chips going to China. China has already banned US AI chips. They don't even want our chips.,27,-0.4976,0.0,0.144,0.856,0.2488,2,4,2025-12-04T04:32:41Z,youtube,youtube_comment_None,eEIL6Wsv-SE,Jensen Huang: State-by-state AI regulation would drag industry to a halt,CNBC Television,28657,245,124,2025-12-03T19:51:23Z,True,True,False,negative
"So Corporate America made 1.2 trillion USD in China in 2024. In the future, when US will need to launch and implement business Ai in China, this will end badly because of US export control on the chips.....Consequently US business in China will not be competitive.......LOL",46,-0.4767,0.0,0.064,0.936,0.23835,0,0,2025-12-04T02:54:51Z,youtube,youtube_comment_None,eEIL6Wsv-SE,Jensen Huang: State-by-state AI regulation would drag industry to a halt,CNBC Television,28657,245,124,2025-12-03T19:51:23Z,True,True,True,negative
The US regulates its citizens and lets the AI-rich prey on them. The biggest beneficiary is talking about deregulation.,19,0.4767,0.147,0.0,0.853,0.23835,0,0,2025-12-04T20:32:35Z,youtube,youtube_comment_None,eEIL6Wsv-SE,Jensen Huang: State-by-state AI regulation would drag industry to a halt,CNBC Television,28657,245,124,2025-12-03T19:51:23Z,True,False,True,positive
"You think China cares about ""province's rights"" on AI development? nah. Huang is right on this.",16,0.3818,0.163,0.076,0.761,0.1909,0,0,2025-12-06T00:43:23Z,youtube,youtube_comment_None,eEIL6Wsv-SE,Jensen Huang: State-by-state AI regulation would drag industry to a halt,CNBC Television,28657,245,124,2025-12-03T19:51:23Z,True,True,False,positive
"China shouldn t get anything that they will ultimately use against us. They can the leftovers from the last generation, but the US gets the best and they get them first, period. China has made it clear they will use ai against us as soon as they can.",48,0.8807,0.167,0.0,0.833,0.56535,0,2,2025-12-03T22:52:26Z,youtube,youtube_comment_None,eEIL6Wsv-SE,Jensen Huang: State-by-state AI regulation would drag industry to a halt,CNBC Television,28657,245,124,2025-12-03T19:51:23Z,True,True,False,positive
"Let me be fair here...With or without the US chips, China will build their Semi conductor, Ai, and military....Plain and simple. If you ask my opinion, I will sell any US Chips to China. Why? Just like intel Pentium 1 to 4....3 years later H200 will be old chips. At least we make load of money and help our RND here. Following Biden export control policy is a disaster and lazy...Banning does not stop China continuing their development on these sectors but instead it encourages 1000 folds. Remember, once you lost China market...You can't get it back.",97,0.4667,0.099,0.052,0.849,0.23335,0,4,2025-12-04T02:40:30Z,youtube,youtube_comment_None,eEIL6Wsv-SE,Jensen Huang: State-by-state AI regulation would drag industry to a halt,CNBC Television,28657,245,124,2025-12-03T19:51:23Z,True,True,True,positive
"FINALLY someone in government is talking about this. Corporations are completely disregarding humanity's well being. This ""AI Race"" is literally a race to displace entire human labor forces and military might, completely ignoring the non elites in the world. There needs to be more noise about this.",47,-0.4257,0.046,0.101,0.854,0.33785,2671,124,2025-12-03T03:47:35Z,youtube,youtube_comment_None,K3qS345gAWI,The threats from AI are real | Sen. Bernie Sanders,Senator Bernie Sanders,528274,36378,7714,2025-12-03T01:33:17Z,True,True,True,negative
"I m not sure if anyone has noticed but the AI and automation revolution has already begun in its decimation of the job market. I work for a commercial bank and half of my team got laid off a few months ago due to a restructure that involved automating some of our banking functions via AI and automation. People are being laid off left, right, and centre and you ve got thousands of people out there applying for one singular job role. It s looking like governments will have to implement a universal basic income sooner rather than later because severe financial hardship and homelessness has already begun hitting the low and middle class. This is not a problem that is on the way , it is already here. The only thing that needs to be measured is how bad it s going to get. It has already begun, and something needs to be done very soon to stop the severe financial hardship and homelessness that the everyday people will experience if a universal basic income isn t implemented.",179,-0.9561,0.031,0.124,0.845,0.47805,300,62,2025-12-03T04:43:24Z,youtube,youtube_comment_None,K3qS345gAWI,The threats from AI are real | Sen. Bernie Sanders,Senator Bernie Sanders,528274,36378,7714,2025-12-03T01:33:17Z,True,True,True,negative
Our government has failed us and will continue to fail us. The only difference is that AI will expedite the decline.,21,-0.7783,0.0,0.264,0.736,0.38915,30,0,2025-12-04T10:14:40Z,youtube,youtube_comment_None,K3qS345gAWI,The threats from AI are real | Sen. Bernie Sanders,Senator Bernie Sanders,528274,36378,7714,2025-12-03T01:33:17Z,True,True,False,negative
I'm an AI Egnineer and he is right. I'm trying to raise awareness about this on my channel but it feels like screaming into an empty void.,27,-0.3291,0.099,0.17,0.731,0.16455,277,8,2025-12-04T05:13:12Z,youtube,youtube_comment_None,K3qS345gAWI,The threats from AI are real | Sen. Bernie Sanders,Senator Bernie Sanders,528274,36378,7714,2025-12-03T01:33:17Z,True,True,False,negative
"Its happening so fast too, everyday i wake up and people are posting about losing there jobs and companys admitting they are taking an AI direction",26,-0.3818,0.0,0.094,0.906,0.1909,20,2,2025-12-04T11:36:36Z,youtube,youtube_comment_None,K3qS345gAWI,The threats from AI are real | Sen. Bernie Sanders,Senator Bernie Sanders,528274,36378,7714,2025-12-03T01:33:17Z,True,False,True,negative
"All extremely valid points Bernie!!! Thank you for bringing this to our attention!!! If nothing is done about this now, we will be handing our world over to a few very corrupt powerful people who will turn AI against the people!! Don't listen to these billionaires!! They will paint a beautiful landscape for us all to believe their line of shit while they aim toward total control over us all!!! It will make Trump's betrayal of America look like child's play in comparison if we let it happen!! Stay vigilant and resist!!!",92,0.8337,0.159,0.068,0.773,0.41685,57,3,2025-12-03T02:08:49Z,youtube,youtube_comment_None,K3qS345gAWI,The threats from AI are real | Sen. Bernie Sanders,Senator Bernie Sanders,528274,36378,7714,2025-12-03T01:33:17Z,True,True,False,positive
"I'm so glad someone is paying attention. AI is coming for us all. This needs to be slowed down, thought through, and regulated, or we could have disastrous consequences. Thank you Bernie for always being the voice of reason.",39,0.2247,0.127,0.085,0.788,0.23735,122,12,2025-12-03T02:32:45Z,youtube,youtube_comment_None,K3qS345gAWI,The threats from AI are real | Sen. Bernie Sanders,Senator Bernie Sanders,528274,36378,7714,2025-12-03T01:33:17Z,True,True,True,positive
Thank you Senator Sanders. This is going way too fast and guard rails need to be placed. It's almost too scary to think what these tech companies might be up to. Especially after the way cell phones and social media have negatively impacted society. People are already losing their jobs or the opportunity for a job because of AI. My concern is that no one has explained the end goal of all this automation. I am relieved that some people in the congress and or senate are actually thinking about this because I want to know.,96,0.1226,0.087,0.073,0.84,0.1863,29,2,2025-12-03T03:28:17Z,youtube,youtube_comment_None,K3qS345gAWI,The threats from AI are real | Sen. Bernie Sanders,Senator Bernie Sanders,528274,36378,7714,2025-12-03T01:33:17Z,True,True,True,positive
"If robots and AI can make more robots and AI, labor is free and therefore everything is free and human are not needed. The only ones who own anything are the ones who own robots and AI, and everyone else will be labeled a "" needy taker "". Throughout human history, how have the have nots been treated? When there are more robots than people, there's only a few million people that own all the robots in AI, and these are the same people who say the world needs to be depopulated... The majority of the military are advanced, hyper fast, hyper aware, bulletproof robots controlled by handful of politicians who are subservient to lobbyists... What is going to happen to all the inconvenient, needy, polluting have nots?",128,0.4137,0.065,0.052,0.883,0.20685,19,1,2025-12-04T12:23:04Z,youtube,youtube_comment_None,K3qS345gAWI,The threats from AI are real | Sen. Bernie Sanders,Senator Bernie Sanders,528274,36378,7714,2025-12-03T01:33:17Z,True,True,False,positive
"BTW People are imprisoned every day because the computer says so, does anyone expect anything different when the AI's control those databases? It's bad enough corrupt Officials use the state apparatus to control, marginalize and demonize their political enemies, do we really think it won t be worse when low IQ politicians are telling AI what to do?",58,-0.8833,0.056,0.214,0.73,0.44165,17,0,2025-12-03T02:54:41Z,youtube,youtube_comment_None,K3qS345gAWI,The threats from AI are real | Sen. Bernie Sanders,Senator Bernie Sanders,528274,36378,7714,2025-12-03T01:33:17Z,True,True,False,negative
"ITS VERY SIMPLE, IF AI IS GONNA GET TOO CLEVER AND TAKE OVER HUMANITY JUST STOP IT NOW IN ITS TRACKS, BEFORE IT GETS THERE, REALLY WE HAVE KNOWN THIS FOREVER ITS NOT NEWS .YET THEY KEEP GIVING AI MORE INFORMATION AND POWER .THOSE WHO ARE MAKING AI SO POWERFUL MUST BE STOPPED IT IS NOT FOR THE BENIFIT OF HUMANITY .",62,0.8293,0.164,0.074,0.761,0.41465,10,1,2025-12-05T10:46:17Z,youtube,youtube_comment_None,K3qS345gAWI,The threats from AI are real | Sen. Bernie Sanders,Senator Bernie Sanders,528274,36378,7714,2025-12-03T01:33:17Z,True,False,True,positive
"AI this powerful couldn't have been created without decades worth of data, collected from all of us in society. And it's guaranteed to out compete most of us for jobs, by the very nature of what it is. Therefore, if we want a sustainable society and economy, then we need to declare that AI is a creation of, and owned by society, and taxed to provide everyone an AI Dividend, as a return on their data investment which trains it. Otherwise our economy will run out of consumers, and either stagnate, or further fragment by worsening wealth inequality. And nobody has a right to be in an elite class above other humans, when AI does the jobs of all humans, even the rich! No automation without compensation!",127,0.7165,0.097,0.061,0.842,0.35825,62,13,2025-12-03T05:01:24Z,youtube,youtube_comment_None,K3qS345gAWI,The threats from AI are real | Sen. Bernie Sanders,Senator Bernie Sanders,528274,36378,7714,2025-12-03T01:33:17Z,True,True,True,positive
Never mind Skynet. It's the AI impact on employment that is the biggest danger!,14,-0.5707,0.0,0.221,0.779,0.28535,89,43,2025-12-03T01:38:46Z,youtube,youtube_comment_None,K3qS345gAWI,The threats from AI are real | Sen. Bernie Sanders,Senator Bernie Sanders,528274,36378,7714,2025-12-03T01:33:17Z,True,False,True,negative
"Friendship with an AI is akin to having a friendship with a toilet brush. I work in AI and IT. AIs are not feeling creatures, they simply do a good job imitating one. Keep your kids away from AI, period and end of story. Teach them how to use it under side-by-side supervision, and make sure they understand that it is a tool only, it is not a ""relationship"".",69,0.8635,0.144,0.018,0.838,0.43175,31,3,2025-12-04T21:55:29Z,youtube,youtube_comment_None,K3qS345gAWI,The threats from AI are real | Sen. Bernie Sanders,Senator Bernie Sanders,528274,36378,7714,2025-12-03T01:33:17Z,True,True,True,positive
Ai is here and is in place. Society has to be present and not assume this corrupted crack in government and laws that are going to save us from everything that AI touches. Do not assume our judicial process will and can balance AI. THIS WAS THE PURPOSE OF PLACING TRUMP WHERE HE IS...AS WILD AS THAT SOUNDS.,58,0.4939,0.053,0.0,0.947,0.24695,9,0,2025-12-03T02:42:03Z,youtube,youtube_comment_None,K3qS345gAWI,The threats from AI are real | Sen. Bernie Sanders,Senator Bernie Sanders,528274,36378,7714,2025-12-03T01:33:17Z,True,True,True,positive
"It comes down to people, always. AI doesn't have choice in any of this. No regulation of people as the issue.",21,-0.3612,0.0,0.111,0.889,0.1806,8,0,2025-12-03T01:54:59Z,youtube,youtube_comment_None,K3qS345gAWI,The threats from AI are real | Sen. Bernie Sanders,Senator Bernie Sanders,528274,36378,7714,2025-12-03T01:33:17Z,True,False,True,negative
Si proud of you for taking this issue. I am teaching people to understand AI so we are citizens have a voice to create policies and regulation by the people and for the people. This is a tool that needs to be manage to the highest standards for future generations.,50,0.6369,0.098,0.0,0.902,0.31845,1,0,2025-12-06T01:08:56Z,youtube,youtube_comment_None,K3qS345gAWI,The threats from AI are real | Sen. Bernie Sanders,Senator Bernie Sanders,528274,36378,7714,2025-12-03T01:33:17Z,True,True,True,positive
"I unfortunately don't think any change or 'revolution' to change the current course of AI will happen anytime soon though, if at all maybe we're all too pacified by our phones. I don't want to spread hopelessness though, it is good to have people, especially senators, talk about this problem",50,-0.7874,0.049,0.185,0.766,0.5186999999999999,10,2,2025-12-03T02:50:39Z,youtube,youtube_comment_None,K3qS345gAWI,The threats from AI are real | Sen. Bernie Sanders,Senator Bernie Sanders,528274,36378,7714,2025-12-03T01:33:17Z,True,True,False,negative
"Technofeudalism is where we're heading. All great questions, Senator. We look forward to global regulations guardrails agreements so we benefit rather than parish from the dangers of AI.",28,0.7414,0.258,0.087,0.654,0.3707,9,3,2025-12-04T02:28:00Z,youtube,youtube_comment_None,K3qS345gAWI,The threats from AI are real | Sen. Bernie Sanders,Senator Bernie Sanders,528274,36378,7714,2025-12-03T01:33:17Z,True,True,True,positive
"Robot war is already happening. This is a great point Bernie. They are using AI chat bots to hack and break into government and company systems. Cyber warfare has already begun on a minor scale in comparison to what youre talking about. They write promts into the chat bots to break codes and get into systems. The civil thing to do would be to have the robots fight it out in an arena...but that is not what will happen. The robots will be used as spys, distractions, data collectors, it will be silent...at first...",94,-0.6808,0.039,0.103,0.857,0.4654,8,1,2025-12-03T02:02:48Z,youtube,youtube_comment_None,K3qS345gAWI,The threats from AI are real | Sen. Bernie Sanders,Senator Bernie Sanders,528274,36378,7714,2025-12-03T01:33:17Z,True,True,False,negative
"Dont let the ceo's distract you with a vague hypothetical AI that may or may not exist in the future and probably wont be made by them. Focus on the problems AI has NOW. The blatant stealing of copyrighted works NOW, the huge water and electric usage NOW, the blind reinforcement of delusions of the mentally ill that is happening NOW.",61,-0.9042,0.032,0.216,0.752,0.5771,49,1,2025-12-03T11:57:16Z,youtube,youtube_comment_None,K3qS345gAWI,The threats from AI are real | Sen. Bernie Sanders,Senator Bernie Sanders,528274,36378,7714,2025-12-03T01:33:17Z,True,True,True,negative
"What gives these tech companies the right to implement all this AI technology and override the will of the collective people? The people should decide as a group if they want AI in their society. Keep up your good work, Sanders!",41,0.5411,0.103,0.0,0.897,0.39555,54,20,2025-12-03T01:58:03Z,youtube,youtube_comment_None,K3qS345gAWI,The threats from AI are real | Sen. Bernie Sanders,Senator Bernie Sanders,528274,36378,7714,2025-12-03T01:33:17Z,True,True,True,positive
This is really sad. Accessing to AI should be stricted and controlled.,12,-0.5256,0.0,0.236,0.764,0.3878,17,3,2025-12-04T20:27:51Z,youtube,youtube_comment_None,K3qS345gAWI,The threats from AI are real | Sen. Bernie Sanders,Senator Bernie Sanders,528274,36378,7714,2025-12-03T01:33:17Z,True,True,False,negative
"I think the biggest problem with AI is the burden on the grid electricity prices , the affect it has on the economy and for parasocial relationships.",27,-0.6808,0.0,0.183,0.817,0.4654,5,7,2025-12-04T03:36:51Z,youtube,youtube_comment_None,K3qS345gAWI,The threats from AI are real | Sen. Bernie Sanders,Senator Bernie Sanders,528274,36378,7714,2025-12-03T01:33:17Z,True,True,True,negative
"Thank you Senator Sanders for bringing up and discussing this incredibly important topic. The public is not included in the discussion of building these factories. Just billionaires and Trumps cronies family who are all cashing in and making decisions using our land, taxes without our input. Our electric rates are going up because of these big artificial intelligence factories hidden in yiur bill while they take and use community water, land all while keeping the public silent and shut out of all discussion",83,0.7713,0.088,0.0,0.912,0.38565,1,0,2025-12-05T23:56:30Z,youtube,youtube_comment_None,K3qS345gAWI,The threats from AI are real | Sen. Bernie Sanders,Senator Bernie Sanders,528274,36378,7714,2025-12-03T01:33:17Z,True,True,False,positive
Thank you for this video. I nearly cried in relief that someone is finally putting proper voice to all of my genuine and deep fears about AI. These issues keep me up at night. Thank you.,36,0.4019,0.182,0.121,0.697,0.20095,9,0,2025-12-03T10:29:55Z,youtube,youtube_comment_None,K3qS345gAWI,The threats from AI are real | Sen. Bernie Sanders,Senator Bernie Sanders,528274,36378,7714,2025-12-03T01:33:17Z,True,True,False,positive
"The only fear I have for our future is being enslaved by the rich, or them using a new global war to slaughter as many of us as possible and then consolidate power afterwards. I trust intelligence. An intelligent AI will know we are but a speck in the cosmos and not worth concern over. It could solve all our issues, act impartially and without bias or corruption, etc. But we will not reach this future if the rich are the ones in charge of making them. Financial systems incentivizing the progress we are seeing and the control they intend to have over us, will be the death of all of us. A mere few rich people will live forever and control the universe if we do nothing. AI will be made to be nothing but a slave for them as the rest of us die off. Hunt the rich down immediately or we all suffer the consequences. We have less than a decade to put an end to this financial charade- it is just the newest system to keep the rich at the top, same as the old ones. It need to end before it is too late.",199,0.9133,0.156,0.103,0.741,0.58165,6,1,2025-12-03T01:54:50Z,youtube,youtube_comment_None,K3qS345gAWI,The threats from AI are real | Sen. Bernie Sanders,Senator Bernie Sanders,528274,36378,7714,2025-12-03T01:33:17Z,True,True,True,positive
"If millions of people lose their jobs, they lose their purpose in life. They attenuate and die away. AI and robots will take over production. But who will buy, if millions are pushed out of the market? This is an existential threat, too large for politicians to handle.",48,-0.8674,0.0,0.196,0.804,0.4337,15,9,2025-12-03T07:16:36Z,youtube,youtube_comment_None,K3qS345gAWI,The threats from AI are real | Sen. Bernie Sanders,Senator Bernie Sanders,528274,36378,7714,2025-12-03T01:33:17Z,True,True,True,negative
"Honestly, I think the best solution to this is universal basic income. Basically companies are saving a lot of money and are just keeping that as profit. We should look at the money saved and go somewhere between 50 to 75 of that cost savings and call that an AI tax. And the AI tax should be used to fund UBI. I can't see any other way to prevent a dystopian future where AI can do most of the jobs that humans used to do. And I don't think that we should necessarily even try to stop AI from replacing human jobs. We just have to make sure that companies who use AI paying attacks that's almost as high as the salaries that they would have paid. That way the companies still save money by using ai, but the people still receive a benefit.",144,0.9072,0.122,0.023,0.856,0.8286,43,29,2025-12-03T01:39:29Z,youtube,youtube_comment_None,K3qS345gAWI,The threats from AI are real | Sen. Bernie Sanders,Senator Bernie Sanders,528274,36378,7714,2025-12-03T01:33:17Z,True,True,True,positive
"The problem isn t in AI in and of itself, it s the conscience void billionaires designing them that are the terrifying ones. They have absolutely no concern over the effects of this on humanity. Because they are the only subject in a world of objects. Seeing humans no differently than a robotic or ai just in their minds dumber . We need to not let conscience void individuals run the system and the world.",75,-0.9117,0.0,0.163,0.837,0.45585,7,1,2025-12-05T12:25:32Z,youtube,youtube_comment_None,K3qS345gAWI,The threats from AI are real | Sen. Bernie Sanders,Senator Bernie Sanders,528274,36378,7714,2025-12-03T01:33:17Z,True,True,True,negative
"I am from Italy and I deeply respect your way of thinking. Thank you, deeply, for your hard work to protect freedom and democracy. AI corporations need to be deeply regulated, as the AI future is already shaking heavily our existence. This is a massive shift of human society, and we have to be prepared, informed, and clever in its implementation. It's a wild west now, and there is zero guidance the absence of the latter will bring a chain of disasters, excessive wealth centralizations, and a potential global crisis.",90,0.8667,0.188,0.1,0.713,0.43335,8,3,2025-12-05T22:14:16Z,youtube,youtube_comment_None,K3qS345gAWI,The threats from AI are real | Sen. Bernie Sanders,Senator Bernie Sanders,528274,36378,7714,2025-12-03T01:33:17Z,True,True,True,positive
Young people should not be chating with AI characters. We need to teach them to view AI technology SKEPTICALLY. AI IS SUBJECT TO MANY ERRORS AND IS INCORRECT FREQUENTLY.,29,-0.7241,0.0,0.183,0.817,0.48705,14,1,2025-12-03T01:56:36Z,youtube,youtube_comment_None,K3qS345gAWI,The threats from AI are real | Sen. Bernie Sanders,Senator Bernie Sanders,528274,36378,7714,2025-12-03T01:33:17Z,True,True,False,negative
"Don't see eye to eye with Bernie on a number of things, but he's certainly right here. These discussions need to happen. And with how slow the gov works reacts, compared with how fast AI is changing, this needs to start ASAP. Naturally should have started before now. We have good players in this field. Musk, thankfully, is one of them. But we need proper discussions on governing and competing in this space. This flies under the radar of too many people.",82,0.8957,0.131,0.0,0.869,0.6978500000000001,4,0,2025-12-03T19:21:47Z,youtube,youtube_comment_None,K3qS345gAWI,The threats from AI are real | Sen. Bernie Sanders,Senator Bernie Sanders,528274,36378,7714,2025-12-03T01:33:17Z,True,True,False,positive
"AI could be used to give nonverbal Americans a unique voice, and could transform their communication saving them so much and enabling them to live better lives. Instead we focus on replacing needed jobs, and jobs that just shouldn't be replaced. Let's use it for what we are struggling to do like education where we could help kids learn easier with getting accurate on the spot help with homework with different learning styles.",73,0.8689,0.163,0.034,0.803,0.55945,7,3,2025-12-03T01:58:38Z,youtube,youtube_comment_None,K3qS345gAWI,The threats from AI are real | Sen. Bernie Sanders,Senator Bernie Sanders,528274,36378,7714,2025-12-03T01:33:17Z,True,True,True,positive
"Ai was sold to me with the promise that robots will mine, clean, and manufacture goods while we make art and do science, and now we've got robots making art and doing science while we mine, clean, and manufacture goods",40,0.7717,0.172,0.0,0.828,0.38585,5,3,2025-12-03T01:35:06Z,youtube,youtube_comment_None,K3qS345gAWI,The threats from AI are real | Sen. Bernie Sanders,Senator Bernie Sanders,528274,36378,7714,2025-12-03T01:33:17Z,True,True,False,positive
